timestamp,ax,ay,az,gx,gy,gz,activity
29760, 1.000000, 0.402100, -0.509399, 0.829712, 18.859863, 4.394531, -12.329105,right_down
29780, 1.000000, 0.389282, -0.471558, 0.862915, 29.235847, 0.549316, -19.531250,right_down
29800, 1.000000, 0.390381, -0.400146, 0.875366, 18.798828, -6.408693, -22.277840,right_down
29820, 1.000000, 0.406494, -0.404175, 0.871094, 6.469728, -15.258793, -23.559578,right_down
29840, 1.000000, 0.408569, -0.405396, 0.845459, 6.469728, -25.451668, -27.526863,right_down
29860, 1.000000, 0.410522, -0.369629, 0.784790, 14.099125, -34.729004, -32.043457,right_down
29880, 1.000000, 0.429565, -0.294800, 0.694702, 10.253906, -42.297363, -32.653809,right_down
29900, 1.000000, 0.412964, -0.255859, 0.577393, 4.699707, -46.447769, -31.250008,right_down
29920, 1.000000, 0.417603, -0.123047, 0.376343, -16.906738, -42.053223, -23.010262,right_down
29940, 1.000000, 0.520874, -0.076538, 0.183594, -63.415543, -20.324707, -3.784181,right_down
29960, 1.000000, 0.605103, -0.350464, 0.223022, -15.014652, 65.856934, 26.794441,right_down
29980, 1.000000, 0.528320, -0.343506, 0.439941, 75.744629, 134.277344, 41.625977,right_down
30000, 1.000000, 0.333740, -0.263184, 0.831787, 108.276398, 175.170898, 48.095718,right_down
30020, 1.000000, 0.155518, -0.251831, 1.308716, 61.767593, 158.935547, 44.128418,right_down
30040, 1.000000, 0.120361, -0.347900, 1.687378, 14.709476, 87.402344, 29.113777,right_down
30060, 1.000000, 0.161621, -0.428589, 1.793457, -13.427738, 0.366211, 9.033203,right_down
30080, 1.000000, 0.180176, -0.429199, 1.640869, -12.573246, -66.833496, -9.277344,right_down
30100, 1.000000, 0.259033, -0.365112, 1.349243, -14.160160, -99.914581, -15.747074,right_down
30120, 1.000000, 0.398193, -0.340698, 1.078979, 1.525879, -101.257355, -16.174316,right_down
30140, 1.000000, 0.491089, -0.269043, 0.826416, 23.437508, -86.120605, -11.535648,right_down
30160, 1.000000, 0.536865, -0.226196, 0.607788, 12.451176, -53.710953, 3.784181,right_down
30180, 1.000000, 0.510132, -0.252197, 0.577148, 1.037598, -32.592773, 9.704590,right_down
30200, 1.000000, 0.468262, -0.298828, 0.614014, -19.653320, -15.563969, 11.840824,right_down
30220, 1.000000, 0.451782, -0.409302, 0.679199, -12.573246, -4.821777, 6.469728,right_down
